icd9,icd10,description
01573,A1803,"Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy"
01574,A1803,"Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01575,A1803,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01576,A1803,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01580,A1802,"Tuberculosis of other specified joint, unspecified"
01581,A1802,"Tuberculosis of other specified joint, bacteriological or histological examination not done"
01582,A1802,"Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)"
01583,A1802,"Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy"
01584,A1802,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01585,A1802,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01586,A1802,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01590,A1802,"Tuberculosis of unspecified bones and joints, unspecified"
01590,A1803,"Tuberculosis of unspecified bones and joints, unspecified"
01591,A1802,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done"
01591,A1803,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done"
01592,A1802,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
01592,A1803,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
01593,A1802,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy"
01593,A1803,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy"
01594,A1802,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01594,A1803,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01595,A1802,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01595,A1803,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01596,A1802,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01596,A1803,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01600,A1811,"Tuberculosis of kidney, unspecified"
01601,A1811,"Tuberculosis of kidney, bacteriological or histological examination not done"
01602,A1811,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)"
01603,A1811,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
01604,A1811,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01605,A1811,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01606,A1811,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01610,A1812,"Tuberculosis of bladder, unspecified"
01611,A1812,"Tuberculosis of bladder, bacteriological or histological examination not done"
01612,A1812,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
01613,A1812,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
01614,A1812,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01615,A1812,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01616,A1812,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01620,A1811,"Tuberculosis of ureter, unspecified"
01621,A1811,"Tuberculosis of ureter, bacteriological or histological examination not done"
01622,A1811,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
01623,A1811,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
01624,A1811,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01625,A1811,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01626,A1811,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01630,A1813,"Tuberculosis of other urinary organs, unspecified"
01631,A1813,"Tuberculosis of other urinary organs, bacteriological or histological examination not done"
01632,A1813,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
01633,A1813,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
01634,A1813,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01635,A1813,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01636,A1813,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01640,A1815,"Tuberculosis of epididymis, unspecified"
01641,A1815,"Tuberculosis of epididymis, bacteriological or histological examination not done"
01642,A1815,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)"
01643,A1815,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy"
01644,A1815,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01645,A1815,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01646,A1815,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01650,A1814,"Tuberculosis of other male genital organs, unspecified"
01650,A1815,"Tuberculosis of other male genital organs, unspecified"
01651,A1814,"Tuberculosis of other male genital organs, bacteriological or histological examination not done"
01651,A1815,"Tuberculosis of other male genital organs, bacteriological or histological examination not done"
01652,A1814,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
01652,A1815,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
01653,A1814,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
01653,A1815,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
01654,A1814,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01654,A1815,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01655,A1814,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01655,A1815,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01656,A1814,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01656,A1815,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01660,A1817,"Tuberculous oophoritis and salpingitis, unspecified"
01661,A1817,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
01662,A1817,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
01663,A1817,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
01664,A1817,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01665,A1817,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01666,A1817,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01670,A1816,"Tuberculosis of other female genital organs, unspecified"
01670,A1817,"Tuberculosis of other female genital organs, unspecified"
01670,A1818,"Tuberculosis of other female genital organs, unspecified"
01671,A1816,"Tuberculosis of other female genital organs, bacteriological or histological examination not done"
