00001 001     0 Central Nervous System and Cranial Nerves, Bypass            Central Nervous System and Cranial Nerves, Bypass
33365 0DUB8KZ 1 Supplement Ileum with Nonautologous Tissue Substitute, Endo  Supplement Ileum with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33366 0DUC07Z 1 Supplement Ileocecal Valve with Autol Sub, Open Approach     Supplement Ileocecal Valve with Autologous Tissue Substitute, Open Approach
33367 0DUC0JZ 1 Supplement Ileocecal Valve with Synth Sub, Open Approach     Supplement Ileocecal Valve with Synthetic Substitute, Open Approach
33368 0DUC0KZ 1 Supplement Ileocecal Valve with Nonaut Sub, Open Approach    Supplement Ileocecal Valve with Nonautologous Tissue Substitute, Open Approach
33369 0DUC47Z 1 Supplement Ileocecal Valve w Autol Sub, Perc Endo            Supplement Ileocecal Valve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
33370 0DUC4JZ 1 Supplement Ileocecal Valve w Synth Sub, Perc Endo            Supplement Ileocecal Valve with Synthetic Substitute, Percutaneous Endoscopic Approach
33371 0DUC4KZ 1 Supplement Ileocecal Valve w Nonaut Sub, Perc Endo           Supplement Ileocecal Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
33372 0DUC77Z 1 Supplement Ileocecal Valve with Autol Sub, Via Opening       Supplement Ileocecal Valve with Autologous Tissue Substitute, Via Natural or Artificial Opening
33373 0DUC7JZ 1 Supplement Ileocecal Valve with Synth Sub, Via Opening       Supplement Ileocecal Valve with Synthetic Substitute, Via Natural or Artificial Opening
33374 0DUC7KZ 1 Supplement Ileocecal Valve with Nonaut Sub, Via Opening      Supplement Ileocecal Valve with Nonautologous Tissue Substitute, Via Natural or Artificial Opening
33375 0DUC87Z 1 Supplement Ileocecal Valve with Autol Sub, Endo              Supplement Ileocecal Valve with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33376 0DUC8JZ 1 Supplement Ileocecal Valve with Synthetic Substitute, Endo   Supplement Ileocecal Valve with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic
33377 0DUC8KZ 1 Supplement Ileocecal Valve with Nonaut Sub, Endo             Supplement Ileocecal Valve with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33378 0DUE07Z 1 Supplement Large Intestine with Autol Sub, Open Approach     Supplement Large Intestine with Autologous Tissue Substitute, Open Approach
33379 0DUE0JZ 1 Supplement Large Intestine with Synth Sub, Open Approach     Supplement Large Intestine with Synthetic Substitute, Open Approach
33380 0DUE0KZ 1 Supplement Large Intestine with Nonaut Sub, Open Approach    Supplement Large Intestine with Nonautologous Tissue Substitute, Open Approach
33381 0DUE47Z 1 Supplement Lg Intest with Autol Sub, Perc Endo Approach      Supplement Large Intestine with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
33382 0DUE4JZ 1 Supplement Lg Intest with Synth Sub, Perc Endo Approach      Supplement Large Intestine with Synthetic Substitute, Percutaneous Endoscopic Approach
33383 0DUE4KZ 1 Supplement Lg Intest with Nonaut Sub, Perc Endo Approach     Supplement Large Intestine with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
33384 0DUE77Z 1 Supplement Large Intestine with Autol Sub, Via Opening       Supplement Large Intestine with Autologous Tissue Substitute, Via Natural or Artificial Opening
33385 0DUE7JZ 1 Supplement Large Intestine with Synth Sub, Via Opening       Supplement Large Intestine with Synthetic Substitute, Via Natural or Artificial Opening
33386 0DUE7KZ 1 Supplement Large Intestine with Nonaut Sub, Via Opening      Supplement Large Intestine with Nonautologous Tissue Substitute, Via Natural or Artificial Opening
33387 0DUE87Z 1 Supplement Large Intestine with Autol Sub, Endo              Supplement Large Intestine with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33388 0DUE8JZ 1 Supplement Large Intestine with Synthetic Substitute, Endo   Supplement Large Intestine with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic
33389 0DUE8KZ 1 Supplement Large Intestine with Nonaut Sub, Endo             Supplement Large Intestine with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33390 0DUF07Z 1 Supplement R Lg Intest with Autol Sub, Open Approach         Supplement Right Large Intestine with Autologous Tissue Substitute, Open Approach
33391 0DUF0JZ 1 Supplement R Lg Intest with Synth Sub, Open Approach         Supplement Right Large Intestine with Synthetic Substitute, Open Approach
33392 0DUF0KZ 1 Supplement R Lg Intest with Nonaut Sub, Open Approach        Supplement Right Large Intestine with Nonautologous Tissue Substitute, Open Approach
33393 0DUF47Z 1 Supplement R Lg Intest with Autol Sub, Perc Endo Approach    Supplement Right Large Intestine with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
33394 0DUF4JZ 1 Supplement R Lg Intest with Synth Sub, Perc Endo Approach    Supplement Right Large Intestine with Synthetic Substitute, Percutaneous Endoscopic Approach
33395 0DUF4KZ 1 Supplement R Lg Intest with Nonaut Sub, Perc Endo Approach   Supplement Right Large Intestine with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
33396 0DUF77Z 1 Supplement Right Large Intestine with Autol Sub, Via Opening Supplement Right Large Intestine with Autologous Tissue Substitute, Via Natural or Artificial Opening
33397 0DUF7JZ 1 Supplement Right Large Intestine with Synth Sub, Via Opening Supplement Right Large Intestine with Synthetic Substitute, Via Natural or Artificial Opening
33398 0DUF7KZ 1 Supplement R Lg Intest with Nonaut Sub, Via Opening          Supplement Right Large Intestine with Nonautologous Tissue Substitute, Via Natural or Artificial Opening
33399 0DUF87Z 1 Supplement Right Large Intestine with Autol Sub, Endo        Supplement Right Large Intestine with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33400 0DUF8JZ 1 Supplement Right Large Intestine with Synth Sub, Endo        Supplement Right Large Intestine with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic
33401 0DUF8KZ 1 Supplement Right Large Intestine with Nonaut Sub, Endo       Supplement Right Large Intestine with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33402 0DUG07Z 1 Supplement L Lg Intest with Autol Sub, Open Approach         Supplement Left Large Intestine with Autologous Tissue Substitute, Open Approach
33403 0DUG0JZ 1 Supplement L Lg Intest with Synth Sub, Open Approach         Supplement Left Large Intestine with Synthetic Substitute, Open Approach
33404 0DUG0KZ 1 Supplement L Lg Intest with Nonaut Sub, Open Approach        Supplement Left Large Intestine with Nonautologous Tissue Substitute, Open Approach
33405 0DUG47Z 1 Supplement L Lg Intest with Autol Sub, Perc Endo Approach    Supplement Left Large Intestine with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
33406 0DUG4JZ 1 Supplement L Lg Intest with Synth Sub, Perc Endo Approach    Supplement Left Large Intestine with Synthetic Substitute, Percutaneous Endoscopic Approach
33407 0DUG4KZ 1 Supplement L Lg Intest with Nonaut Sub, Perc Endo Approach   Supplement Left Large Intestine with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
33408 0DUG77Z 1 Supplement Left Large Intestine with Autol Sub, Via Opening  Supplement Left Large Intestine with Autologous Tissue Substitute, Via Natural or Artificial Opening
33409 0DUG7JZ 1 Supplement Left Large Intestine with Synth Sub, Via Opening  Supplement Left Large Intestine with Synthetic Substitute, Via Natural or Artificial Opening
33410 0DUG7KZ 1 Supplement Left Large Intestine with Nonaut Sub, Via Opening Supplement Left Large Intestine with Nonautologous Tissue Substitute, Via Natural or Artificial Opening
33411 0DUG87Z 1 Supplement Left Large Intestine with Autol Sub, Endo         Supplement Left Large Intestine with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33412 0DUG8JZ 1 Supplement Left Large Intestine with Synth Sub, Endo         Supplement Left Large Intestine with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic
33413 0DUG8KZ 1 Supplement Left Large Intestine with Nonaut Sub, Endo        Supplement Left Large Intestine with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33414 0DUH07Z 1 Supplement Cecum with Autol Sub, Open Approach               Supplement Cecum with Autologous Tissue Substitute, Open Approach
33415 0DUH0JZ 1 Supplement Cecum with Synthetic Substitute, Open Approach    Supplement Cecum with Synthetic Substitute, Open Approach
33416 0DUH0KZ 1 Supplement Cecum with Nonaut Sub, Open Approach              Supplement Cecum with Nonautologous Tissue Substitute, Open Approach
33417 0DUH47Z 1 Supplement Cecum with Autol Sub, Perc Endo Approach          Supplement Cecum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
33418 0DUH4JZ 1 Supplement Cecum with Synth Sub, Perc Endo Approach          Supplement Cecum with Synthetic Substitute, Percutaneous Endoscopic Approach
33419 0DUH4KZ 1 Supplement Cecum with Nonaut Sub, Perc Endo Approach         Supplement Cecum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
33420 0DUH77Z 1 Supplement Cecum with Autol Sub, Via Opening                 Supplement Cecum with Autologous Tissue Substitute, Via Natural or Artificial Opening
33421 0DUH7JZ 1 Supplement Cecum with Synthetic Substitute, Via Opening      Supplement Cecum with Synthetic Substitute, Via Natural or Artificial Opening
33422 0DUH7KZ 1 Supplement Cecum with Nonaut Sub, Via Opening                Supplement Cecum with Nonautologous Tissue Substitute, Via Natural or Artificial Opening
33423 0DUH87Z 1 Supplement Cecum with Autologous Tissue Substitute, Endo     Supplement Cecum with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33424 0DUH8JZ 1 Supplement Cecum with Synthetic Substitute, Endo             Supplement Cecum with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic
33425 0DUH8KZ 1 Supplement Cecum with Nonautologous Tissue Substitute, Endo  Supplement Cecum with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33426 0DUK07Z 1 Supplement Ascending Colon with Autol Sub, Open Approach     Supplement Ascending Colon with Autologous Tissue Substitute, Open Approach
33427 0DUK0JZ 1 Supplement Ascending Colon with Synth Sub, Open Approach     Supplement Ascending Colon with Synthetic Substitute, Open Approach
33428 0DUK0KZ 1 Supplement Ascending Colon with Nonaut Sub, Open Approach    Supplement Ascending Colon with Nonautologous Tissue Substitute, Open Approach
33429 0DUK47Z 1 Supplement Asc Colon with Autol Sub, Perc Endo Approach      Supplement Ascending Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
33430 0DUK4JZ 1 Supplement Asc Colon with Synth Sub, Perc Endo Approach      Supplement Ascending Colon with Synthetic Substitute, Percutaneous Endoscopic Approach
33431 0DUK4KZ 1 Supplement Asc Colon with Nonaut Sub, Perc Endo Approach     Supplement Ascending Colon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
33432 0DUK77Z 1 Supplement Ascending Colon with Autol Sub, Via Opening       Supplement Ascending Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening
33433 0DUK7JZ 1 Supplement Ascending Colon with Synth Sub, Via Opening       Supplement Ascending Colon with Synthetic Substitute, Via Natural or Artificial Opening
33434 0DUK7KZ 1 Supplement Ascending Colon with Nonaut Sub, Via Opening      Supplement Ascending Colon with Nonautologous Tissue Substitute, Via Natural or Artificial Opening
33435 0DUK87Z 1 Supplement Ascending Colon with Autol Sub, Endo              Supplement Ascending Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33436 0DUK8JZ 1 Supplement Ascending Colon with Synthetic Substitute, Endo   Supplement Ascending Colon with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic
33437 0DUK8KZ 1 Supplement Ascending Colon with Nonaut Sub, Endo             Supplement Ascending Colon with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33438 0DUL07Z 1 Supplement Transverse Colon with Autol Sub, Open Approach    Supplement Transverse Colon with Autologous Tissue Substitute, Open Approach
33439 0DUL0JZ 1 Supplement Transverse Colon with Synth Sub, Open Approach    Supplement Transverse Colon with Synthetic Substitute, Open Approach
33440 0DUL0KZ 1 Supplement Transverse Colon with Nonaut Sub, Open Approach   Supplement Transverse Colon with Nonautologous Tissue Substitute, Open Approach
33441 0DUL47Z 1 Supplement Trans Colon with Autol Sub, Perc Endo Approach    Supplement Transverse Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
33442 0DUL4JZ 1 Supplement Trans Colon with Synth Sub, Perc Endo Approach    Supplement Transverse Colon with Synthetic Substitute, Percutaneous Endoscopic Approach
33443 0DUL4KZ 1 Supplement Trans Colon with Nonaut Sub, Perc Endo Approach   Supplement Transverse Colon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
33444 0DUL77Z 1 Supplement Transverse Colon with Autol Sub, Via Opening      Supplement Transverse Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening
33445 0DUL7JZ 1 Supplement Transverse Colon with Synth Sub, Via Opening      Supplement Transverse Colon with Synthetic Substitute, Via Natural or Artificial Opening
33446 0DUL7KZ 1 Supplement Transverse Colon with Nonaut Sub, Via Opening     Supplement Transverse Colon with Nonautologous Tissue Substitute, Via Natural or Artificial Opening
33447 0DUL87Z 1 Supplement Transverse Colon with Autol Sub, Endo             Supplement Transverse Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33448 0DUL8JZ 1 Supplement Transverse Colon with Synthetic Substitute, Endo  Supplement Transverse Colon with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic
33449 0DUL8KZ 1 Supplement Transverse Colon with Nonaut Sub, Endo            Supplement Transverse Colon with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic
33450 0DUM07Z 1 Supplement Descending Colon with Autol Sub, Open Approach    Supplement Descending Colon with Autologous Tissue Substitute, Open Approach
