icd9,icd10,description
03810,A412,Sepsis due to unspecified staphylococcus
03811,A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus
03812,A4102,Sepsis due to Methicillin resistant Staphylococcus aureus
03819,A411,Sepsis due to other specified staphylococcus
0382,A403,Sepsis due to Streptococcus pneumoniae
0383,A414,Sepsis due to anaerobes
03840,A4150,"Gram-negative sepsis, unspecified"
03841,A413,Sepsis due to Hemophilus influenzae
03842,A4151,Sepsis due to Escherichia coli [E. coli]
03843,A4152,Sepsis due to Pseudomonas
03844,A4153,Sepsis due to Serratia
03849,A4159,Other Gram-negative sepsis
0388,A4189,Other specified sepsis
0389,A419,"Sepsis, unspecified organism"
0390,L081,Erythrasma
0391,A420,Pulmonary actinomycosis
0392,A421,Abdominal actinomycosis
0393,A422,Cervicofacial actinomycosis
0394,B479,"Mycetoma, unspecified"
0398,A4281,Actinomycotic meningitis
0398,A4282,Actinomycotic encephalitis
0398,A4289,Other forms of actinomycosis
0398,A438,Other forms of nocardiosis
0399,A429,"Actinomycosis, unspecified"
0399,A439,"Nocardiosis, unspecified"
0399,B471,Actinomycetoma
0400,A480,Gas gangrene
0401,A488,Other specified bacterial diseases
0402,K9081,Whipple's disease
0403,A488,Other specified bacterial diseases
04041,A4851,Infant botulism
04042,A4852,Wound botulism
04081,M60009,"Infective myositis, unspecified site"
04082,A483,Toxic shock syndrome
04089,A488,Other specified bacterial diseases
04100,B955,Unspecified streptococcus as the cause of diseases classified elsewhere
04101,B950,"Streptococcus, group A, as the cause of diseases classified elsewhere"
04102,B951,"Streptococcus, group B, as the cause of diseases classified elsewhere"
04103,B954,Other streptococcus as the cause of diseases classified elsewhere
04104,B952,Enterococcus as the cause of diseases classified elsewhere
04105,B954,Other streptococcus as the cause of diseases classified elsewhere
04109,B954,Other streptococcus as the cause of diseases classified elsewhere
04110,B958,Unspecified staphylococcus as the cause of diseases classified elsewhere
04111,B9561,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere
04112,B9562,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere
04119,B957,Other staphylococcus as the cause of diseases classified elsewhere
0412,B953,Streptococcus pneumoniae as the cause of diseases classified elsewhere
0413,B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere
04141,B9621,Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157 as the cause of diseases classified elsewhere
04142,B9622,Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere
04143,B9623,Unspecified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere
04149,B9620,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere
04149,B9629,Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere
0415,B963,Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere
0416,B964,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere
0417,B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere
04181,A493,"Mycoplasma infection, unspecified site"
04181,B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere
04182,B966,Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere
04183,B967,Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere
04184,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
04185,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
04186,B9681,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
04189,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
0419,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
042,B20,Human immunodeficiency virus [HIV] disease
04500,A8039,Other acute paralytic poliomyelitis
04501,A8039,Other acute paralytic poliomyelitis
04502,A8039,Other acute paralytic poliomyelitis
04503,A8039,Other acute paralytic poliomyelitis
04510,A8039,Other acute paralytic poliomyelitis
04511,A8039,Other acute paralytic poliomyelitis
04512,A8039,Other acute paralytic poliomyelitis
04513,A8039,Other acute paralytic poliomyelitis
04520,A804,Acute nonparalytic poliomyelitis
04521,A804,Acute nonparalytic poliomyelitis
04522,A804,Acute nonparalytic poliomyelitis
04523,A804,Acute nonparalytic poliomyelitis
04590,A809,"Acute poliomyelitis, unspecified"
04591,A809,"Acute poliomyelitis, unspecified"
04592,A809,"Acute poliomyelitis, unspecified"
04593,A809,"Acute poliomyelitis, unspecified"
0460,A8181,Kuru
04611,A8101,Variant Creutzfeldt-Jakob disease
04619,A8100,"Creutzfeldt-Jakob disease, unspecified"
04619,A8109,Other Creutzfeldt-Jakob disease
0462,A811,Subacute sclerosing panencephalitis
0463,A812,Progressive multifocal leukoencephalopathy
04671,A8182,Gerstmann-Straussler-Scheinker syndrome
04672,A8183,Fatal familial insomnia
04679,A8189,Other atypical virus infections of central nervous system
0468,A8189,Other atypical virus infections of central nervous system
0469,A819,"Atypical virus infection of central nervous system, unspecified"
0470,A870,Enteroviral meningitis
0471,A870,Enteroviral meningitis
0478,A878,Other viral meningitis
0479,A879,"Viral meningitis, unspecified"
048,A880,Enteroviral exanthematous fever [Boston exanthem]
0490,A872,Lymphocytic choriomeningitis
0491,A871,Adenoviral meningitis
0498,A850,Enteroviral encephalitis
0498,A851,Adenoviral encephalitis
0498,A858,Other specified viral encephalitis
0498,A888,Other specified viral infections of central nervous system
0499,A86,Unspecified viral encephalitis
0499,A89,Unspecified viral infection of central nervous system
0500,B03,Smallpox
0501,B03,Smallpox
0502,B03,Smallpox
0509,B03,Smallpox
05101,B08010,Cowpox
05102,B08011,Vaccinia not from vaccine
0511,B0803,Pseudocowpox [milker's node]
0512,B0802,Orf virus disease
0519,B0804,"Paravaccinia, unspecified"
0520,B0111,Varicella encephalitis and encephalomyelitis
0521,B012,Varicella pneumonia
0522,B0112,Varicella myelitis
0527,B010,Varicella meningitis
0527,B0181,Varicella keratitis
0527,B0189,Other varicella complications
0528,B0189,Other varicella complications
0529,B019,Varicella without complication
0530,B021,Zoster meningitis
05310,B0229,Other postherpetic nervous system involvement
05311,B0221,Postherpetic geniculate ganglionitis
05312,B0222,Postherpetic trigeminal neuralgia
05313,B0223,Postherpetic polyneuropathy
05314,B0224,Postherpetic myelitis
05319,B0229,Other postherpetic nervous system involvement
05320,B0239,Other herpes zoster eye disease
05321,B0233,Zoster keratitis
05322,B0232,Zoster iridocyclitis
05329,B0239,Other herpes zoster eye disease
05371,B028,Zoster with other complications
05379,B028,Zoster with other complications
0538,B028,Zoster with other complications
0539,B029,Zoster without complications
0540,B000,Eczema herpeticum
05410,A609,"Anogenital herpesviral infection, unspecified"
05411,A6004,Herpesviral vulvovaginitis
05412,A6004,Herpesviral vulvovaginitis
05413,A6001,Herpesviral infection of penis
05419,A6009,Herpesviral infection of other urogenital tract
0542,B002,Herpesviral gingivostomatitis and pharyngotonsillitis
0543,B004,Herpesviral encephalitis
05440,B0050,"Herpesviral ocular disease, unspecified"
05441,B0059,Other herpesviral disease of eye
05442,B0052,Herpesviral keratitis
05443,B0052,Herpesviral keratitis
05444,B0051,Herpesviral iridocyclitis
05449,B0059,Other herpesviral disease of eye
0545,B007,Disseminated herpesviral disease
0546,B0089,Other herpesviral infection
05471,B0081,Herpesviral hepatitis
05472,B003,Herpesviral meningitis
05473,B001,Herpesviral vesicular dermatitis
05474,B0082,Herpes simplex myelitis
05479,B0089,Other herpesviral infection
0548,B009,"Herpesviral infection, unspecified"
0549,B009,"Herpesviral infection, unspecified"
0550,B050,Measles complicated by encephalitis
0551,B052,Measles complicated by pneumonia
0552,B053,Measles complicated by otitis media
05571,B0581,Measles keratitis and keratoconjunctivitis
05579,B051,Measles complicated by meningitis
05579,B054,Measles with intestinal complications
05579,B0589,Other measles complications
0558,B0589,Other measles complications
0559,B059,Measles without complication
05600,B0600,"Rubella with neurological complication, unspecified"
05601,B0601,Rubella encephalitis
05609,B0609,Other neurological complications of rubella
05671,B0682,Rubella arthritis
05679,B0681,Rubella pneumonia
05679,B0689,Other rubella complications
0568,B0689,Other rubella complications
0569,B069,Rubella without complication
0570,B083,Erythema infectiosum [fifth disease]
0578,B09,Unspecified viral infection characterized by skin and mucous membrane lesions
0578,L444,Infantile papular acrodermatitis [Gianotti-Crosti]
0579,B09,Unspecified viral infection characterized by skin and mucous membrane lesions
05810,B0820,"Exanthema subitum [sixth disease], unspecified"
05811,B0821,Exanthema subitum [sixth disease] due to human herpesvirus 6
05812,B0822,Exanthema subitum [sixth disease] due to human herpesvirus 7
05821,B1001,Human herpesvirus 6 encephalitis
05829,B1009,Other human herpesvirus encephalitis
05881,B1081,Human herpesvirus 6 infection
05882,B1082,Human herpesvirus 7 infection
05889,B1089,Other human herpesvirus infection
05900,B0809,Other orthopoxvirus infections
05901,B04,Monkeypox
05909,B0809,Other orthopoxvirus infections
05910,B0860,"Parapoxvirus infection, unspecified"
05911,B0861,Bovine stomatitis
05912,B0862,Sealpox
05919,B0869,Other parapoxvirus infections
05920,B0870,"Yatapoxvirus infection, unspecified"
05921,B0871,Tanapox virus disease
05922,B0872,Yaba pox virus disease
0598,B088,Other specified viral infections characterized by skin and mucous membrane lesions
0599,B088,Other specified viral infections characterized by skin and mucous membrane lesions
0600,A950,Sylvatic yellow fever
0601,A951,Urban yellow fever
0609,A959,"Yellow fever, unspecified"
061,A90,Dengue fever [classical dengue]
0620,A830,Japanese encephalitis
0621,A831,Western equine encephalitis
0622,A832,Eastern equine encephalitis
0623,A833,St Louis encephalitis
0624,A834,Australian encephalitis
0625,A835,California encephalitis
0628,A838,Other mosquito-borne viral encephalitis
0629,A839,"Mosquito-borne viral encephalitis, unspecified"
0630,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
0631,A848,Other tick-borne viral encephalitis
0632,A841,Central European tick-borne encephalitis
0638,A848,Other tick-borne viral encephalitis
0639,A849,"Tick-borne viral encephalitis, unspecified"
064,A852,"Arthropod-borne viral encephalitis, unspecified"
0650,A980,Crimean-Congo hemorrhagic fever
0651,A981,Omsk hemorrhagic fever
0652,A982,Kyasanur Forest disease
0653,A988,Other specified viral hemorrhagic fevers
0654,A91,Dengue hemorrhagic fever
0654,A920,Chikungunya virus disease
0658,A988,Other specified viral hemorrhagic fevers
0659,A99,Unspecified viral hemorrhagic fever
0660,A931,Sandfly fever
0661,A932,Colorado tick fever
0662,A922,Venezuelan equine fever
0663,A920,Chikungunya virus disease
0663,A921,O'nyong-nyong fever
0663,A924,Rift Valley fever
0663,A925,Zika virus disease
0663,A928,Other specified mosquito-borne viral fevers
0663,A930,Oropouche virus disease
0663,B331,Ross River disease
06640,A9230,"West Nile virus infection, unspecified"
06641,A9231,West Nile virus infection with encephalitis
06642,A9232,West Nile virus infection with other neurologic manifestation
06649,A9239,West Nile virus infection with other complications
0668,A938,Other specified arthropod-borne viral fevers
0669,A94,Unspecified arthropod-borne viral fever
0700,B150,Hepatitis A with hepatic coma
0701,B159,Hepatitis A without hepatic coma
07020,B162,Acute hepatitis B without delta-agent with hepatic coma
07020,B1911,Unspecified viral hepatitis B with hepatic coma
07021,B160,Acute hepatitis B with delta-agent with hepatic coma
07022,B181,Chronic viral hepatitis B without delta-agent
07023,B180,Chronic viral hepatitis B with delta-agent
07030,B169,Acute hepatitis B without delta-agent and without hepatic coma
07030,B1910,Unspecified viral hepatitis B without hepatic coma
07031,B161,Acute hepatitis B with delta-agent without hepatic coma
07032,B181,Chronic viral hepatitis B without delta-agent
07033,B180,Chronic viral hepatitis B with delta-agent
07041,B1711,Acute hepatitis C with hepatic coma
07042,B170,Acute delta-(super) infection of hepatitis B carrier
07043,B172,Acute hepatitis E
07044,B182,Chronic viral hepatitis C
07049,B178,Other specified acute viral hepatitis
07051,B1710,Acute hepatitis C without hepatic coma
07052,B170,Acute delta-(super) infection of hepatitis B carrier
07053,B172,Acute hepatitis E
07054,B182,Chronic viral hepatitis C
07059,B178,Other specified acute viral hepatitis
07059,B188,Other chronic viral hepatitis
07059,B189,"Chronic viral hepatitis, unspecified"
0706,B190,Unspecified viral hepatitis with hepatic coma
07070,B1920,Unspecified viral hepatitis C without hepatic coma
07071,B1921,Unspecified viral hepatitis C with hepatic coma
0709,B199,Unspecified viral hepatitis without hepatic coma
071,A829,"Rabies, unspecified"
0720,B260,Mumps orchitis
0721,B261,Mumps meningitis
0722,B262,Mumps encephalitis
0723,B263,Mumps pancreatitis
07271,B2681,Mumps hepatitis
07272,B2684,Mumps polyneuropathy
07279,B2682,Mumps myocarditis
07279,B2683,Mumps nephritis
07279,B2685,Mumps arthritis
07279,B2689,Other mumps complications
0728,B2689,Other mumps complications
0729,B269,Mumps without complication
0730,A70,Chlamydia psittaci infections
0730,J17,Pneumonia in diseases classified elsewhere
0737,A70,Chlamydia psittaci infections
0738,A70,Chlamydia psittaci infections
0739,A70,Chlamydia psittaci infections
0740,B085,Enteroviral vesicular pharyngitis
0741,B330,Epidemic myalgia
07420,B3320,"Viral carditis, unspecified"
07421,B3323,Viral pericarditis
07422,B3321,Viral endocarditis
07423,B3322,Viral myocarditis
0743,B084,Enteroviral vesicular stomatitis with exanthem
0748,B341,"Enterovirus infection, unspecified"
075,B2790,"Infectious mononucleosis, unspecified without complication"
0760,A710,Initial stage of trachoma
0761,A711,Active stage of trachoma
0769,A719,"Trachoma, unspecified"
0770,A740,Chlamydial conjunctivitis
0771,B300,Keratoconjunctivitis due to adenovirus
0772,B302,Viral pharyngoconjunctivitis
0773,B301,Conjunctivitis due to adenovirus
0774,B303,Acute epidemic hemorrhagic conjunctivitis (enteroviral)
0778,B308,Other viral conjunctivitis
07798,A740,Chlamydial conjunctivitis
07798,A7489,Other chlamydial diseases
07799,B309,"Viral conjunctivitis, unspecified"
0780,B081,Molluscum contagiosum
07810,B079,"Viral wart, unspecified"
07811,A630,Anogenital (venereal) warts
07812,B070,Plantar wart
07819,B078,Other viral warts
0782,B338,Other specified viral diseases
0783,A281,Cat-scratch disease
0784,B088,Other specified viral infections characterized by skin and mucous membrane lesions
0785,B259,"Cytomegaloviral disease, unspecified"
0786,A985,Hemorrhagic fever with renal syndrome
0787,A960,Junin hemorrhagic fever
0787,A961,Machupo hemorrhagic fever
0787,A968,Other arenaviral hemorrhagic fevers
07881,A881,Epidemic vertigo
07882,R1111,Vomiting without nausea
07888,A7489,Other chlamydial diseases
07889,A983,Marburg virus disease
07889,A984,Ebola virus disease
07889,B338,Other specified viral diseases
0790,B970,Adenovirus as the cause of diseases classified elsewhere
0791,B9712,Echovirus as the cause of diseases classified elsewhere
0792,B9711,Coxsackievirus as the cause of diseases classified elsewhere
0793,B9789,Other viral agents as the cause of diseases classified elsewhere
0794,B977,Papillomavirus as the cause of diseases classified elsewhere
07950,B9730,Unspecified retrovirus as the cause of diseases classified elsewhere
07951,B9733,"Human T-cell lymphotrophic virus, type I [HTLV-I] as the cause of diseases classified elsewhere"
07952,B9734,"Human T-cell lymphotrophic virus, type II [HTLV-II] as the cause of diseases classified elsewhere"
